ICD O 3 topogrophy code (modified),ICD O 3 topography code,SNOMED CT CODES,Region (level 1),Organ system (Level 2),Broad Site (Level 3),Site (Level 4),
C67.2,C67.2,264063001,Pelvic cavity,Urinary System,BLADDER,Lateral wall of bladder,Lateral wall of bladder
C67.2.L,C67.2.,264063001,Pelvic cavity,Urinary System,BLADDER,Lateral wall of bladder-Left,#N/A
C67.2.R,C67.2.,264063001,Pelvic cavity,Urinary System,BLADDER,Lateral wall of bladder-Right,#N/A
C67.3,C67.3,281385007,Pelvic cavity,Urinary System,BLADDER,Anterior wall of bladder,Anterior wall of bladder
C67.4,C67.4,281386008,Pelvic cavity,Urinary System,BLADDER,Posterior wall of bladder,Posterior wall of bladder
C67.5,C67.5,64344009,Pelvic cavity,Urinary System,BLADDER,Bladder neck,Bladder neck
C67.5,C67.5,73385006,Pelvic cavity,Urinary System,BLADDER,Internal urethral orifice,Internal urethral orifice
C67.5.L,C67.5.,73385006,Pelvic cavity,Urinary System,BLADDER,Internal urethral orifice-Left,#N/A
C67.5.R,C67.5.,73385006,Pelvic cavity,Urinary System,BLADDER,Internal urethral orifice-Right,#N/A
C67.6,C67.6,181415004,Pelvic cavity,Urinary System,BLADDER,Ureteric orifice,Ureteric orifice
C67.6.L,C67.6.,181415004,Pelvic cavity,Urinary System,BLADDER,Ureteric orifice-Left,#N/A
C67.6.R,C67.6.,181415004,Pelvic cavity,Urinary System,BLADDER,Ureteric orifice-Right,#N/A
C67.7,C67.7,14105008,Pelvic cavity,Urinary System,BLADDER,Urachus,Urachus
C67.8,C67.8,,Pelvic cavity,Urinary System,BLADDER,Overlapping lesion of bladder,#N/A
C67.8,C67.8,,Pelvic cavity,Urinary System,BLADDER,Overlapping regions of bladder,#N/A
C67.9,C67.9,89837001,Pelvic cavity,Urinary System,BLADDER,"Bladder, NOS",#N/A
C67.9,C67.9,,Pelvic cavity,Urinary System,BLADDER,"Bladder wall, NOS",#N/A
C67.9,C67.9,89837001,Pelvic cavity,Urinary System,BLADDER,"Urinary bladder, NOS",#N/A
C68.0,C68.0,13648007,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,Urethra,Urethra
C68.0,C68.0,,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,Cowper gland,#N/A
C68.0,C68.0,84140001,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,Prostatic utricle,Prostatic utricle
C68.0,C68.0,279477005,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,Urethral gland,Urethral gland
C68.1,C68.1,264125007,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,Paraurethral gland,Paraurethral gland
C68.8,C68.8,,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,Overlapping lesion of urinary organs,#N/A
C68.9,C68.9,122489005,Pelvic cavity,Urinary System,OTHER AND UNSPECIFIED URINARY ORGANS,"Urinary system, NOS",#N/A
C69.0,C69.0,29445007,Head Neck,Eye,EYE AND ADNEXA,Conjunctiva,Conjunctiva
C69.0.L,C69.0.,29445007,Head Neck,Eye,EYE AND ADNEXA,Conjunctiva-Left,#N/A
C69.0.R,C69.0.,29445007,Head Neck,Eye,EYE AND ADNEXA,Conjunctiva-Right,#N/A
C69.1,C69.1,28726007,Head Neck,Eye,EYE AND ADNEXA,"Cornea, NOS",#N/A
C69.1,C69.1,,Head Neck,Eye,EYE AND ADNEXA,Limbus of cornea,#N/A
C69.1.L,C69.1.,28726007,Head Neck,Eye,EYE AND ADNEXA,"Cornea, NOS-Left",#N/A
C69.1.L,C69.1.,,Head Neck,Eye,EYE AND ADNEXA,Limbus of cornea-Left,#N/A
C69.1.R,C69.1.,28726007,Head Neck,Eye,EYE AND ADNEXA,"Cornea, NOS-Right",#N/A
C69.1.R,C69.1.,,Head Neck,Eye,EYE AND ADNEXA,Limbus of cornea-Right,#N/A
C69.2,C69.2,5665001,Head Neck,Eye,EYE AND ADNEXA,Retina,Retina
C69.2.L,C69.2.,5665001,Head Neck,Eye,EYE AND ADNEXA,Retina-Left,#N/A
C69.2.R,C69.2.,5665001,Head Neck,Eye,EYE AND ADNEXA,Retina-Right,#N/A
C69.3,C69.3,181172003,Head Neck,Eye,EYE AND ADNEXA,Choroid,Choroid
C69.3.L,C69.3.,181172003,Head Neck,Eye,EYE AND ADNEXA,Choroid-Left,#N/A
C69.3.R,C69.3.,181172003,Head Neck,Eye,EYE AND ADNEXA,Choroid-Right,#N/A
C69.4,C69.4,29534007,Head Neck,Eye,EYE AND ADNEXA,Ciliary body,Ciliary body
C69.4,C69.4,78076003,Head Neck,Eye,EYE AND ADNEXA,Crystalline lens,Crystalline lens
C69.4,C69.4,81745001,Head Neck,Eye,EYE AND ADNEXA,Eyeball,Eyeball
C69.4,C69.4,372468001,Head Neck,Eye,EYE AND ADNEXA,Intraocular,#N/A
C69.4,C69.4,41296002,Head Neck,Eye,EYE AND ADNEXA,Iris,Iris
C69.4,C69.4,18619003,Head Neck,Eye,EYE AND ADNEXA,Sclera,Sclera
C69.4,C69.4,74862005,Head Neck,Eye,EYE AND ADNEXA,Uveal tract,Uveal tract
C69.4.L,C69.4.,29534007,Head Neck,Eye,EYE AND ADNEXA,Ciliary body-Left,#N/A
C69.4.L,C69.4.,78076003,Head Neck,Eye,EYE AND ADNEXA,Crystalline lens-Left,#N/A
C69.4.L,C69.4.,81745001,Head Neck,Eye,EYE AND ADNEXA,Eyeball-Left,#N/A
C69.4.L,C69.4.,372468001,Head Neck,Eye,EYE AND ADNEXA,Intraocular-Left,#N/A
C69.4.L,C69.4.,41296002,Head Neck,Eye,EYE AND ADNEXA,Iris-Left,#N/A
C69.4.L,C69.4.,18619003,Head Neck,Eye,EYE AND ADNEXA,Sclera-Left,#N/A
C69.4.L,C69.4.,74862005,Head Neck,Eye,EYE AND ADNEXA,Uveal tract-Left,#N/A
C69.4.R,C69.4.,29534007,Head Neck,Eye,EYE AND ADNEXA,Ciliary body-Right,#N/A
C69.4.R,C69.4.,78076003,Head Neck,Eye,EYE AND ADNEXA,Crystalline lens-Right,#N/A
C69.4.R,C69.4.,81745001,Head Neck,Eye,EYE AND ADNEXA,Eyeball-Right,#N/A
C69.4.R,C69.4.,372468001,Head Neck,Eye,EYE AND ADNEXA,Intraocular-Right,#N/A
C69.4.R,C69.4.,41296002,Head Neck,Eye,EYE AND ADNEXA,Iris-Right,#N/A
C69.4.R,C69.4.,18619003,Head Neck,Eye,EYE AND ADNEXA,Sclera-Right,#N/A
C69.4.R,C69.4.,74862005,Head Neck,Eye,EYE AND ADNEXA,Uveal tract-Right,#N/A
C69.5,C69.5,13561001,Head Neck,Eye,EYE AND ADNEXA,Lacrimal gland,Lacrimal gland
C69.5,C69.5,77019002,Head Neck,Eye,EYE AND ADNEXA,"Lacrimal duct, NOS",#N/A
C69.5,C69.5,3954005,Head Neck,Eye,EYE AND ADNEXA,Lacrimal sac,Lacrimal sac
C69.5,C69.5,,Head Neck,Eye,EYE AND ADNEXA,Nasal lacrimal duct,#N/A
C69.5,C69.5,15753006,Head Neck,Eye,EYE AND ADNEXA,Nasolacrimal duct,Nasolacrimal duct
C69.5.L,C69.5.,13561001,Head Neck,Eye,EYE AND ADNEXA,Lacrimal gland-Left,#N/A
C69.5.L,C69.5.,77019002,Head Neck,Eye,EYE AND ADNEXA,"Lacrimal duct, NOS-Left",#N/A
C69.5.L,C69.5.,3954005,Head Neck,Eye,EYE AND ADNEXA,Lacrimal sac-Left,#N/A
C69.5.L,C69.5.,,Head Neck,Eye,EYE AND ADNEXA,Nasal lacrimal duct-Left,#N/A
C69.5.L,C69.5.,15753006,Head Neck,Eye,EYE AND ADNEXA,Nasolacrimal duct-Left,#N/A
C69.5.R,C69.5.,13561001,Head Neck,Eye,EYE AND ADNEXA,Lacrimal gland-Right,#N/A
C69.5.R,C69.5.,77019002,Head Neck,Eye,EYE AND ADNEXA,"Lacrimal duct, NOS-Right",#N/A
C69.5.R,C69.5.,3954005,Head Neck,Eye,EYE AND ADNEXA,Lacrimal sac-Right,#N/A
C69.5.R,C69.5.,,Head Neck,Eye,EYE AND ADNEXA,Nasal lacrimal duct-Right,#N/A
C69.5.R,C69.5.,15753006,Head Neck,Eye,EYE AND ADNEXA,Nasolacrimal duct-Right,#N/A
C69.6,C69.6,87716009,Head Neck,Eye,EYE AND ADNEXA,"Orbit, NOS",#N/A
C69.6,C69.6,,Head Neck,Eye,EYE AND ADNEXA,Autonomic nervous system of orbit,#N/A
C69.6,C69.6,,Head Neck,Eye,EYE AND ADNEXA,Connective tissue of orbit,#N/A
C69.6,C69.6,67833000,Head Neck,Eye,EYE AND ADNEXA,Extraocular muscle,Extraocular muscle
C69.6,C69.6,,Head Neck,Eye,EYE AND ADNEXA,Peripheral nerves of orbit,#N/A
C69.6,C69.6,87914003,Head Neck,Eye,EYE AND ADNEXA,Retrobulbar tissue,Retrobulbar tissue
C69.6,C69.6,,Head Neck,Eye,EYE AND ADNEXA,Soft tissue of orbit,#N/A
C69.6.L,C69.6.,87716009,Head Neck,Eye,EYE AND ADNEXA,"Orbit, NOS-Left",#N/A
C69.6.R,C69.6.,87716009,Head Neck,Eye,EYE AND ADNEXA,"Orbit, NOS-Right",#N/A
C69.8,C69.8,,Head Neck,Eye,EYE AND ADNEXA,Overlapping lesion of eye and adnexa,#N/A
C69.8,C69.8,,Head Neck,Eye,EYE AND ADNEXA,Overlapping regions of eye and adnexa,#N/A
C69.9,C69.9,81745001,Head Neck,Eye,EYE AND ADNEXA,"Eye, NOS",#N/A
C69.9.L,C69.9.,81745001,Head Neck,Eye,EYE AND ADNEXA,"Eye, NOS-Left",#N/A
C69.9.R,C69.9.,81745001,Head Neck,Eye,EYE AND ADNEXA,"Eye, NOS-Right",#N/A
C70.0,C70.0,8935007,Brain,Central Nervous System,MENINGES,Cerebral meninges,Cerebral meninges
C70.0,C70.0,28838006,Brain,Central Nervous System,MENINGES,Cranial dura mater,Cranial dura mater
C70.0,C70.0,,Brain,Central Nervous System,MENINGES,Cranial meninges,#N/A
C70.0,C70.0,36405008,Brain,Central Nervous System,MENINGES,Cranial pia mater,Cranial pia mater
C70.0,C70.0,81084000,Brain,Central Nervous System,MENINGES,Falx cerebelli,Falx cerebelli
C70.0,C70.0,80401008,Brain,Central Nervous System,MENINGES,Falx cerebri,Falx cerebri
C70.0,C70.0,,Brain,Central Nervous System,MENINGES,"Falx, NOS",#N/A
C70.0,C70.0,51429005,Brain,Central Nervous System,MENINGES,Intracranial arachnoid,Intracranial arachnoid
C70.0,C70.0,,Brain,Central Nervous System,MENINGES,Intracranial meninges,#N/A
C70.0,C70.0,4566004,Brain,Central Nervous System,MENINGES,Tentorium cerebelli,Tentorium cerebelli
C70.0,C70.0,244428008,Brain,Central Nervous System,MENINGES,"Tentorium, NOS",#N/A
C70.1,C70.1,75559006,Spinal cord,Central Nervous System,MENINGES,Spinal meninges,Spinal meninges
C70.1,C70.1,3062004,Spinal cord,Central Nervous System,MENINGES,Spinal arachnoid,Spinal arachnoid
C70.1,C70.1,37554007,Spinal cord,Central Nervous System,MENINGES,Spinal dura mater,Spinal dura mater
C70.1,C70.1,68847004,Spinal cord,Central Nervous System,MENINGES,Spinal pia mater,Spinal pia mater
C70.9,C70.9,1231004,,Central Nervous System,MENINGES,"Meninges, NOS",#N/A
C70.9,C70.9,75042008,,Central Nervous System,MENINGES,"Arachnoid, NOS",#N/A
C70.9,C70.9,18545000,,Central Nervous System,MENINGES,"Dura mater, NOS",#N/A
C70.9,C70.9,,,Central Nervous System,MENINGES,"Dura, NOS",#N/A
C70.9,C70.9,23180006,,Central Nervous System,MENINGES,"Pia mater, NOS",#N/A
C71.0,C71.0,83678007,Brain,Central Nervous System,BRAIN,Cerebrum,Cerebrum
C71.0,C71.0,32610002,Brain,Central Nervous System,BRAIN,Basal ganglia,Basal ganglia
C71.0,C71.0,,Brain,Central Nervous System,BRAIN,Central white matter,#N/A
C71.0,C71.0,40146001,Brain,Central Nervous System,BRAIN,Cerebral cortex,Cerebral cortex
C71.0,C71.0,86522006,Brain,Central Nervous System,BRAIN,Cerebral hemisphere,Cerebral hemisphere
C71.0,C71.0,68523003,Brain,Central Nervous System,BRAIN,Cerebral white matter,Cerebral white matter
C71.0,C71.0,31428008,Brain,Central Nervous System,BRAIN,Corpus striatum,Corpus striatum
C71.0,C71.0,14738005,Brain,Central Nervous System,BRAIN,Globus pallidus,Globus pallidus
C71.0,C71.0,67923007,Brain,Central Nervous System,BRAIN,Hypothalamus,Hypothalamus
C71.0,C71.0,36169008,Brain,Central Nervous System,BRAIN,Insula,Insula
C71.0,C71.0,279217003,Brain,Central Nervous System,BRAIN,Internal capsule,Internal capsule
C71.0,C71.0,36169008,Brain,Central Nervous System,BRAIN,Island of Reil,Island of Reil
C71.0,C71.0,55844009,Brain,Central Nervous System,BRAIN,Operculum,Operculum
C71.0,C71.0,51956001,Brain,Central Nervous System,BRAIN,Pallium,Pallium
C71.0,C71.0,89278009,Brain,Central Nervous System,BRAIN,Putamen,Putamen
C71.0,C71.0,91362006,Brain,Central Nervous System,BRAIN,Rhinencephalon,Rhinencephalon
C71.0,C71.0,83678007,Brain,Central Nervous System,BRAIN,"Supratentorial brain, NOS",#N/A
C71.0,C71.0,42695009,Brain,Central Nervous System,BRAIN,Thalamus,Thalamus
C71.0.L,C71.0.,32610002,Brain,Central Nervous System,BRAIN,Basal ganglia-Left,#N/A
C71.0.L,C71.0.,,Brain,Central Nervous System,BRAIN,Central white matter-Left,#N/A
C71.0.L,C71.0.,40146001,Brain,Central Nervous System,BRAIN,Cerebral cortex-Left,#N/A
C71.0.L,C71.0.,86522006,Brain,Central Nervous System,BRAIN,Cerebral hemisphere-Left,#N/A
C71.0.L,C71.0.,68523003,Brain,Central Nervous System,BRAIN,Cerebral white matter-Left,#N/A
C71.0.L,C71.0.,31428008,Brain,Central Nervous System,BRAIN,Corpus striatum-Left,#N/A
C71.0.L,C71.0.,14738005,Brain,Central Nervous System,BRAIN,Globus pallidus-Left,#N/A
C71.0.L,C71.0.,36169008,Brain,Central Nervous System,BRAIN,Insula-Left,#N/A
C71.0.L,C71.0.,279217003,Brain,Central Nervous System,BRAIN,Internal capsule-Left,#N/A
C71.0.L,C71.0.,36169008,Brain,Central Nervous System,BRAIN,Island of Reil-Left,#N/A
C71.0.L,C71.0.,55844009,Brain,Central Nervous System,BRAIN,Operculum-Left,#N/A
C71.0.L,C71.0.,51956001,Brain,Central Nervous System,BRAIN,Pallium-Left,#N/A
C71.0.L,C71.0.,89278009,Brain,Central Nervous System,BRAIN,Putamen-Left,#N/A
C71.0.L,C71.0.,91362006,Brain,Central Nervous System,BRAIN,Rhinencephalon-Left,#N/A
C71.0.L,C71.0.,42695009,Brain,Central Nervous System,BRAIN,Thalamus-Left,#N/A
C71.0.R,C71.0.,32610002,Brain,Central Nervous System,BRAIN,Basal ganglia-Right,#N/A
C71.0.R,C71.0.,,Brain,Central Nervous System,BRAIN,Central white matter-Right,#N/A
C71.0.R,C71.0.,40146001,Brain,Central Nervous System,BRAIN,Cerebral cortex-Right,#N/A
C71.0.R,C71.0.,86522006,Brain,Central Nervous System,BRAIN,Cerebral hemisphere-Right,#N/A
C71.0.R,C71.0.,68523003,Brain,Central Nervous System,BRAIN,Cerebral white matter-Right,#N/A
C71.0.R,C71.0.,31428008,Brain,Central Nervous System,BRAIN,Corpus striatum-Right,#N/A
C71.0.R,C71.0.,14738005,Brain,Central Nervous System,BRAIN,Globus pallidus-Right,#N/A
C71.0.R,C71.0.,36169008,Brain,Central Nervous System,BRAIN,Insula-Right,#N/A
C71.0.R,C71.0.,279217003,Brain,Central Nervous System,BRAIN,Internal capsule-Right,#N/A
C71.0.R,C71.0.,36169008,Brain,Central Nervous System,BRAIN,Island of Reil-Right,#N/A
C71.0.R,C71.0.,55844009,Brain,Central Nervous System,BRAIN,Operculum-Right,#N/A
C71.0.R,C71.0.,51956001,Brain,Central Nervous System,BRAIN,Pallium-Right,#N/A
C71.0.R,C71.0.,89278009,Brain,Central Nervous System,BRAIN,Putamen-Right,#N/A
C71.0.R,C71.0.,91362006,Brain,Central Nervous System,BRAIN,Rhinencephalon-Right,#N/A
C71.0.R,C71.0.,42695009,Brain,Central Nervous System,BRAIN,Thalamus-Right,#N/A
C71.1,C71.1,83251001,Brain,Central Nervous System,BRAIN,Frontal lobe,Frontal lobe
C71.1,C71.1,72175008,Brain,Central Nervous System,BRAIN,Frontal pole,Frontal pole
C71.1.L,C71.1.,83251001,Brain,Central Nervous System,BRAIN,Frontal lobe-Left,#N/A
C71.1.L,C71.1.,72175008,Brain,Central Nervous System,BRAIN,Frontal pole-Left,#N/A
C71.1.R,C71.1.,83251001,Brain,Central Nervous System,BRAIN,Frontal lobe-Right,#N/A
C71.1.R,C71.1.,72175008,Brain,Central Nervous System,BRAIN,Frontal pole-Right,#N/A
C71.2,C71.2,78277001,Brain,Central Nervous System,BRAIN,Temporal lobe,Temporal lobe
C71.2,C71.2,5366008,Brain,Central Nervous System,BRAIN,Hippocampus,Hippocampus
C71.2,C71.2,,Brain,Central Nervous System,BRAIN,Uncus,#N/A
C71.2.L,C71.2.,78277001,Brain,Central Nervous System,BRAIN,Temporal lobe-Left,#N/A
C71.2.L,C71.2.,5366008,Brain,Central Nervous System,BRAIN,Hippocampus-Left,#N/A
C71.2.L,C71.2.,,Brain,Central Nervous System,BRAIN,Uncus-Left,#N/A
C71.2.R,C71.2.,78277001,Brain,Central Nervous System,BRAIN,Temporal lobe-Right,#N/A
C71.2.R,C71.2.,5366008,Brain,Central Nervous System,BRAIN,Hippocampus-Right,#N/A
C71.2.R,C71.2.,,Brain,Central Nervous System,BRAIN,Uncus-Right,#N/A
C71.3,C71.3,16630005,Brain,Central Nervous System,BRAIN,Parietal lobe,Parietal lobe
C71.3.L,C71.3.,16630005,Brain,Central Nervous System,BRAIN,Parietal lobe-Left,#N/A
C71.3.R,C71.3.,16630005,Brain,Central Nervous System,BRAIN,Parietal lobe-Right,#N/A
C71.4,C71.4,31065004,Brain,Central Nervous System,BRAIN,Occipital lobe,Occipital lobe
C71.4,C71.4,56658001,Brain,Central Nervous System,BRAIN,Occipital pole,Occipital pole
C71.4.L,C71.4.,31065004,Brain,Central Nervous System,BRAIN,Occipital lobe-Left,#N/A
C71.4.L,C71.4.,56658001,Brain,Central Nervous System,BRAIN,Occipital pole-Left,#N/A
C71.4.R,C71.4.,31065004,Brain,Central Nervous System,BRAIN,Occipital lobe-Right,#N/A
C71.4.R,C71.4.,56658001,Brain,Central Nervous System,BRAIN,Occipital pole-Right,#N/A
C71.5,C71.5,21814001,Brain,Central Nervous System,BRAIN,"Ventricle, NOS",#N/A
C71.5,C71.5,35764002,Brain,Central Nervous System,BRAIN,Cerebral ventricle,Cerebral ventricle
C71.5,C71.5,70064002,Brain,Central Nervous System,BRAIN,Choroid plexus of lateral ventricle,Choroid plexus of lateral ventricle
C71.5,C71.5,61576002,Brain,Central Nervous System,BRAIN,Choroid plexus of third ventricle,Choroid plexus of third ventricle
C71.5,C71.5,80621003,Brain,Central Nervous System,BRAIN,"Choroid plexus, NOS",#N/A
C71.5,C71.5,12766003,Brain,Central Nervous System,BRAIN,Ependyma,Ependyma
C71.5,C71.5,66720007,Brain,Central Nervous System,BRAIN,"Lateral ventricle, NOS",#N/A
C71.5,C71.5,49841001,Brain,Central Nervous System,BRAIN,"Third ventricle, NOS",#N/A
C71.5.L,C71.5.,21814001,Brain,Central Nervous System,BRAIN,"Ventricle, NOS-Left",#N/A
C71.5.L,C71.5.,35764002,Brain,Central Nervous System,BRAIN,Cerebral ventricle-Left,#N/A
C71.5.L,C71.5.,70064002,Brain,Central Nervous System,BRAIN,Choroid plexus of lateral ventricle-Left,#N/A
C71.5.R,C71.5.,21814001,Brain,Central Nervous System,BRAIN,"Ventricle, NOS-Right",#N/A
C71.5.R,C71.5.,35764002,Brain,Central Nervous System,BRAIN,Cerebral ventricle-Right,#N/A
C71.5.R,C71.5.,70064002,Brain,Central Nervous System,BRAIN,Choroid plexus of lateral ventricle-Right,#N/A
C71.6,C71.6,113305005,Brain,Central Nervous System,BRAIN,"Cerebellum, NOS",#N/A
C71.6,C71.6,21362003,Brain,Central Nervous System,BRAIN,Cerebellopontine angle,Cerebellopontine angle
C71.6,C71.6,,Brain,Central Nervous System,BRAIN,Vermis of cerebellum,#N/A
C71.6.L,C71.6.,113305005,Brain,Central Nervous System,BRAIN,"Cerebellum, NOS-Left",#N/A
C71.6.L,C71.6.,21362003,Brain,Central Nervous System,BRAIN,Cerebellopontine angle-Left,#N/A
C71.6.R,C71.6.,113305005,Brain,Central Nervous System,BRAIN,"Cerebellum, NOS-Right",#N/A
C71.6.R,C71.6.,21362003,Brain,Central Nervous System,BRAIN,Cerebellopontine angle-Right,#N/A
C71.7,C71.7,15926001,Brain,Central Nervous System,BRAIN,Brain stem,Brain stem
C71.7,C71.7,36159002,Brain,Central Nervous System,BRAIN,Basis pedunculi,Basis pedunculi
C71.7,C71.7,36159002,Brain,Central Nervous System,BRAIN,Cerebral peduncle,Cerebral peduncle
C71.7,C71.7,42214001,Brain,Central Nervous System,BRAIN,Choroid plexus of fourth ventricle,Choroid plexus of fourth ventricle
C71.7,C71.7,35918002,Brain,Central Nervous System,BRAIN,"Fourth ventricle, NOS",#N/A
C71.7,C71.7,21031007,Brain,Central Nervous System,BRAIN,"Infratentorial brain, NOS",#N/A
C71.7,C71.7,26519002,Brain,Central Nervous System,BRAIN,Medulla oblongata,Medulla oblongata
C71.7,C71.7,61962009,Brain,Central Nervous System,BRAIN,Midbrain,Midbrain
C71.7,C71.7,30890006,Brain,Central Nervous System,BRAIN,Olive,Olive
C71.7,C71.7,49557009,Brain,Central Nervous System,BRAIN,Pons,Pons
C71.7,C71.7,279289009,Brain,Central Nervous System,BRAIN,Pyramid,Pyramid
C71.7.L,C71.7.,30890006,Brain,Central Nervous System,BRAIN,Olive-Left,#N/A
C71.7.L,C71.7.,279289009,Brain,Central Nervous System,BRAIN,Pyramid-Left,#N/A
C71.7.R,C71.7.,30890006,Brain,Central Nervous System,BRAIN,Olive-Right,#N/A
C71.7.R,C71.7.,279289009,Brain,Central Nervous System,BRAIN,Pyramid-Right,#N/A
C71.8,C71.8,,Brain,Central Nervous System,BRAIN,Overlapping lesion of brain,#N/A
C71.8,C71.8,,Brain,Central Nervous System,BRAIN,Overlapping regions of brain,#N/A
C71.8,C71.8,88442005,Brain,Central Nervous System,BRAIN,Corpus callosum,Corpus callosum
C71.8,C71.8,60105000,Brain,Central Nervous System,BRAIN,Tapetum,Tapetum
C71.9,C71.9,12738006,Brain,Central Nervous System,BRAIN,"Brain, NOS",#N/A
C71.9,C71.9,244676001,Brain,Central Nervous System,BRAIN,Anterior cranial fossa,Anterior cranial fossa
C71.9,C71.9,272680003,Brain,Central Nervous System,BRAIN,"Cranial fossa, NOS",#N/A
C71.9,C71.9,,Brain,Central Nervous System,BRAIN,Intracranial site,#N/A
C71.9,C71.9,244677005,Brain,Central Nervous System,BRAIN,Middle cranial fossa,Middle cranial fossa
C71.9,C71.9,244678000,Brain,Central Nervous System,BRAIN,Posterior cranial fossa,Posterior cranial fossa
C71.9,C71.9,,Brain,Central Nervous System,BRAIN,Suprasellar,#N/A
C72.0,C72.0,2748008,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Spinal cord,Spinal cord
C72.0,C72.0,,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Cervical cord,#N/A
C72.0,C72.0,32516000,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Conus medullaris,Conus medullaris
C72.0,C72.0,13726009,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Filum terminale,Filum terminale
C72.0,C72.0,,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Lumbar cord,#N/A
C72.0,C72.0,,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Sacral cord,#N/A
C72.0,C72.0,,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Thoracic cord,#N/A
C72.1,C72.1,7173007,Spinal cord,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Cauda equina,Cauda equina
C72.2,C72.2,11522000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Olfactory nerve,Olfactory nerve
C72.2.L,C72.2.,11522000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Olfactory nerve-Left,#N/A
C72.2.R,C72.2.,11522000,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Olfactory nerve-Right,#N/A
C72.3,C72.3,18234004,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic nerve,Optic nerve
C72.3,C72.3,244453006,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic chiasm,Optic chiasm
C72.3,C72.3,53238003,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic tract,Optic tract
C72.3.L,C72.3.,18234004,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic nerve-Left,#N/A
C72.3.L,C72.3.,53238003,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic tract-Left,#N/A
C72.3.R,C72.3.,18234004,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic nerve-Right,#N/A
C72.3.R,C72.3.,53238003,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Optic tract-Right,#N/A
C72.4,C72.4,8598002,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Acoustic nerve,Acoustic nerve
C72.4.L,C72.4.,8598002,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Acoustic nerve-Left,#N/A
C72.4.R,C72.4.,8598002,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM",Acoustic nerve-Right,#N/A
C72.5,C72.5,25238003,Cranial nerve,Central Nervous System,"SPINAL CORD, CRANIAL NERVES, AND OTHER PARTS OF CENTRAL NERVOUS SYSTEM","Cranial nerve, NOS",#N/A
